search_term_used,found_terms,url,title,law_number,date,status,summary,authors,proponent,committees,period,legislature,content_snippet,year,scraped_at
mismo sexo,"['mismo sexo', 'parejas del mismo sexo', 'del mismo sexo']","https://www2.congreso.gob.pe/Sicr/TraDocEstProc/CLProLey2001.nsf/e7414acd4ff8d62b05256cdf006c92bb/331755c5f09580dd05256df9007508f0?OpenDocument&Highlight=0,mismo,sexo",UNIONES CIVILES:ENTRE PAREJAS DEL MISMO SEXO/ESTABLECE...,09317,10/12/2003,En comisión,Propuesta de Ley que establece las uniones civiles entre parejas del mismo sexo.,Moyano Delgado  Martha Lupe,Congreso,Justicia y Derechos Humanos,Periodo de Gobierno 2001- 2006,Primera Legislatura Ordinaria 2003,"2/2003
proponente:congreso
grupo parlamentario:no agrupado
título:uniones civiles:entre parejas del mismo sexo/establece... 
sumilla:  propuesta de ley que establece las uniones civiles entre parejas",2001-2006,2025-09-17T20:04:50.138238
parejas del mismo sexo,"['mismo sexo', 'parejas del mismo sexo', 'del mismo sexo']","https://www2.congreso.gob.pe/Sicr/TraDocEstProc/CLProLey2001.nsf/e7414acd4ff8d62b05256cdf006c92bb/331755c5f09580dd05256df9007508f0?OpenDocument&Highlight=0,parejas,del,mismo,sexo",UNIONES CIVILES:ENTRE PAREJAS DEL MISMO SEXO/ESTABLECE...,09317,10/12/2003,En comisión,Propuesta de Ley que establece las uniones civiles entre parejas del mismo sexo.,Moyano Delgado  Martha Lupe,Congreso,Justicia y Derechos Humanos,Periodo de Gobierno 2001- 2006,Primera Legislatura Ordinaria 2003,"2/2003
proponente:congreso
grupo parlamentario:no agrupado
título:uniones civiles:entre parejas del mismo sexo/establece... 
sumilla:  propuesta de ley que establece las uniones civiles entre parejas",2001-2006,2025-09-17T20:05:17.855878
del mismo sexo,"['mismo sexo', 'parejas del mismo sexo', 'del mismo sexo']","https://www2.congreso.gob.pe/Sicr/TraDocEstProc/CLProLey2001.nsf/e7414acd4ff8d62b05256cdf006c92bb/331755c5f09580dd05256df9007508f0?OpenDocument&Highlight=0,del,mismo,sexo",UNIONES CIVILES:ENTRE PAREJAS DEL MISMO SEXO/ESTABLECE...,09317,10/12/2003,En comisión,Propuesta de Ley que establece las uniones civiles entre parejas del mismo sexo.,Moyano Delgado  Martha Lupe,Congreso,Justicia y Derechos Humanos,Periodo de Gobierno 2001- 2006,Primera Legislatura Ordinaria 2003,"2/2003
proponente:congreso
grupo parlamentario:no agrupado
título:uniones civiles:entre parejas del mismo sexo/establece... 
sumilla:  propuesta de ley que establece las uniones civiles entre parejas",2001-2006,2025-09-17T20:06:35.015822
nombre social,[],"https://www2.congreso.gob.pe/Sicr/TraDocEstProc/CLProLey2001.nsf/e7414acd4ff8d62b05256cdf006c92bb/78c32138bd33fa27052570120079becf?OpenDocument&Highlight=0,nombre,social",DEPORTES:ADMINISTRACIÓN ESTADIOS DEPORTIVOS A MUNICIPALIDADES,13105/2004-CR,30/05/2005,Rechazado de Plano,"Propone la transferencia de instalaciones y administración de los estadios deportivos inscritos en los Registros Públicos a nombre del Instituto Peruano del Deporte, en favor de las municipalidades provinciales.",Gonzales Reinoso  Luis,Congreso,Juventud y Deporte; Gobiernos Locales,Periodo de Gobierno 2001- 2006,Segunda Legislatura Ordinaria 2004,"


seguimiento
>

>







ficha de seguimiento, ""proyecto de ley 13105/2004-cr ""
.
 ver expediente digital  


período:periodo de gobierno 2001- 2006.legislatura:segunda legislatura ordinaria 2004
nú",2001-2006,2025-09-17T20:06:39.230419
nombre social,[],"https://www2.congreso.gob.pe/Sicr/TraDocEstProc/CLProLey2001.nsf/e7414acd4ff8d62b05256cdf006c92bb/605e0f1f480fa5f605256d24007aaae8?OpenDocument&Highlight=0,nombre,social","CÓD.PENAL:209,210,211,212/SANCIÓN A DEUDOR QUE CAUSA PERJUICIO A ACREEDOR",05727,26/02/2003,En comisión,"Propone derogar la Décimoprimera Disposición Final del Decreto Supremo Nº 093-2002-EF, que modificó el texto de los artículos 209º, 210º, 211º y 212º del Código Penal, asimismo, restablece la vigencia de los artículos 209º, 210º, 211º y 212º del mismo Código, referente a penas del deudor, la persona...",Estrada Pérez  Daniel,Congreso,Justicia,Periodo de Gobierno 2001- 2006,Primera Legislatura Ordinaria 2002,"


seguimiento
>

>







ficha de seguimiento, ""proyecto de ley 05727 ""
.
ver documentos de ley relacionados


período:periodo de gobierno 2001- 2006.legislatura:primera legislatura ordinaria 2002
n",2001-2006,2025-09-17T20:06:40.961686
nombre social,[],"https://www2.congreso.gob.pe/Sicr/TraDocEstProc/CLProLey2001.nsf/e7414acd4ff8d62b05256cdf006c92bb/dfff355eac03f88605256d24007a9b72?OpenDocument&Highlight=0,nombre,social","RENIEC:DEROG.37/D.S 015-98-PCM,NIEGA DERECHO A IDENTIDAD",03421,31/07/2002,Publicado El Peruano,"Propone derogar y dejar sin efecto el artículo 37° del Decreto Supremo N° 015-98-CPM, Reglamento de Inscripciones del Registro Nacional de Identificación y Estado Civil, ya que deviene en inconstitucional, por cuanto niega al recién nacido el derecho a su identidad, expresada en el nombre y el apell...",Valdez Melendez  Víctor,Congreso,Mujer y Desarrollo Social,Periodo de Gobierno 2001- 2006,Primera Legislatura Ordinaria 2002,"


seguimiento
>

>







ficha de seguimiento, ""proyecto de ley 03421 ""
.
ver documentos de ley relacionados


período:periodo de gobierno 2001- 2006.legislatura:primera legislatura ordinaria 2002
n",2001-2006,2025-09-17T20:06:42.587888
nombre social,[],"https://www2.congreso.gob.pe/Sicr/TraDocEstProc/CLProLey2001.nsf/e7414acd4ff8d62b05256cdf006c92bb/591a066be73493a105256d24007a9a3a?OpenDocument&Highlight=0,nombre,social",ELECTRICIDAD:ACCIONES DE EMPRESAS ELÉCT.A GOB.REGIONALES,03245,21/06/2002,En comisión,"Propone transferir a favor de los Gobiernos Regionales, en la proporción que corresponda, la totalidad de acciones del Estado que actualmente están a nombre del FONAFE en todas las empresas regionales eléctricas.",Diez Canseco Cisneros  Javier,Congreso,Economía; Energía y Minas,Periodo de Gobierno 2001- 2006,Segunda Legislatura Ordinaria 2001,"


seguimiento
>

>







ficha de seguimiento, ""proyecto de ley 03245 ""
.
 ver expediente digital  


período:periodo de gobierno 2001- 2006.legislatura:segunda legislatura ordinaria 2001
número:032",2001-2006,2025-09-17T20:06:44.320780
nombre social,[],"https://www2.congreso.gob.pe/Sicr/TraDocEstProc/CLProLey2001.nsf/e7414acd4ff8d62b05256cdf006c92bb/1ad07c98bd5759ca05256d24007a988e?OpenDocument&Highlight=0,nombre,social",UNIVERSIDAD:PARTICULAR DE CIENCIAS Y TECNOLOGÍA DE ICA,03010,28/05/2002,Publicado El Peruano,"Propone derogar la Ley N° 26274, Ley que crea la Universidad Particular de Ciencias y Tecnología -UPACITEC- de Ica.",Ramos Loayza  Pedro,Congreso,Educación Ciencia y Tecnología,Periodo de Gobierno 2001- 2006,Segunda Legislatura Ordinaria 2001,"


seguimiento
>

>







ficha de seguimiento, ""proyecto de ley 03010 ""
.
ver documentos de ley relacionados


período:periodo de gobierno 2001- 2006.legislatura:segunda legislatura ordinaria 2001
n",2001-2006,2025-09-17T20:06:46.058115
nombre social,[],"https://www2.congreso.gob.pe/Sicr/TraDocEstProc/CLProLey2001.nsf/e7414acd4ff8d62b05256cdf006c92bb/03f841c05c2f8fe705256d24007a941e?OpenDocument&Highlight=0,nombre,social","CÓD.CIVIL:19,20,21/GARANTIZA EL DERECHO AL NOMBRE",02412,02/04/2002,Publicado El Peruano,"Propone modificar los artículos 19°, 20° y 21° del Código Civil, los cuales garantizan el derecho al nombre.",Moyano Delgado  Martha Lupe,Congreso,Justicia; Mujer y Desarrollo Social; Justicia y Derechos Humanos,Periodo de Gobierno 2001- 2006,Segunda Legislatura Ordinaria 2001,"


seguimiento
>

>







ficha de seguimiento, ""proyecto de ley 02412 ""
.
 ver expediente digital  


período:periodo de gobierno 2001- 2006.legislatura:segunda legislatura ordinaria 2001
número:024",2001-2006,2025-09-17T20:06:47.791676
nombre social,[],"https://www2.congreso.gob.pe/Sicr/TraDocEstProc/CLProLey2001.nsf/e7414acd4ff8d62b05256cdf006c92bb/e35a87a73c830ea305256d24007a941c?OpenDocument&Highlight=0,nombre,social",ESSALUD:CAMBIO DENOMINACIÓN NO GENERA GASTO AL ESTADO,02411,01/04/2002,Archivo,Propone establecer que cualquier cambio que se efectúe en la denominación o nombre al Seguro Social de Salud (ESSALUD) no deberá generar o irrogar gasto alguno al erario nacional.,Barrón Cebreros  Xavier,Congreso,Seguridad Social,Periodo de Gobierno 2001- 2006,Segunda Legislatura Ordinaria 2001,"


seguimiento
>

>







ficha de seguimiento, ""proyecto de ley 02411 ""
.
 ver expediente digital  


período:periodo de gobierno 2001- 2006.legislatura:segunda legislatura ordinaria 2001
número:024",2001-2006,2025-09-17T20:06:49.414944
nombre social,[],"https://www2.congreso.gob.pe/Sicr/TraDocEstProc/CLProLey2001.nsf/e7414acd4ff8d62b05256cdf006c92bb/e7f23d4150fb0cc505256d24007a8fee?OpenDocument&Highlight=0,nombre,social",FUJIMORI:ANULACIÓN DE SU NOMBRE EN LOCALIDADES DEL PAÍS,01819,17/01/2002,Archivo,"Propone autorizar la anulación del nombre de Alberto Fujimori Fujimori a las municipalidades provinciales, distritales y delegadas del país de calles, jirones, avenidas, plazas, asentamientos humanos, urbanizaciones populares, villorrios y caseríos de su respectiva jurisdicción.",Jiménez Dioses  Gonzalo,Congreso,Gobiernos Locales,Periodo de Gobierno 2001- 2006,Primera Legislatura Ordinaria 2001,"


seguimiento
>

>







ficha de seguimiento, ""proyecto de ley 01819 ""
.
 ver expediente digital  


período:periodo de gobierno 2001- 2006.legislatura:primera legislatura ordinaria 2001
número:018",2001-2006,2025-09-17T20:06:51.052410
nombre social,[],"https://www2.congreso.gob.pe/Sicr/TraDocEstProc/CLProLey2001.nsf/e7414acd4ff8d62b05256cdf006c92bb/372b7c89e8ae4e3d05256d24007a8f12?OpenDocument&Highlight=0,nombre,social",TRABAJO:Y PROMOCIÓN SOCIAL/MODIFICA NOMBRE MINISTERIO,01711,07/01/2002,Archivo,Propone modificar el nombre del Ministerio de Trabajo y Promoción Social por el Ministerio de Promoción del Empleo.,Rodrich Ackerman  Jacques,Congreso,Trabajo,Periodo de Gobierno 2001- 2006,Primera Legislatura Ordinaria 2001,"


seguimiento
>

>







ficha de seguimiento, ""proyecto de ley 01711 ""
.
 ver expediente digital  


período:periodo de gobierno 2001- 2006.legislatura:primera legislatura ordinaria 2001
número:017",2001-2006,2025-09-17T20:06:52.673056
orientación sexual,['orientación sexual'],"https://www2.congreso.gob.pe/Sicr/TraDocEstProc/CLProLey2001.nsf/e7414acd4ff8d62b05256cdf006c92bb/b3ecd1d537a9fb6f052570d60077964a?OpenDocument&Highlight=0,orientaci%C3%B3n,sexual","DISCRIMINACIÓN:POR ORIENTACIÓN SEXUAL,ELIMINAR LA...",14231/2005-CR,13/12/2005,Publicado El Peruano,"Propone la ""Ley para prevenir y eliminar la discriminación por orientación sexual"".",Diez Canseco Cisneros  Javier,Congreso,Justicia y Derechos Humanos,Periodo de Gobierno 2001- 2006,Primera Legislatura Ordinaria 2005,"roponente:congreso
grupo parlamentario:unión parlamentaria descentralista
título:discriminación:por orientación sexual,eliminar la... 
sumilla:  propone la ""ley para prevenir y eliminar la discriminac",2001-2006,2025-09-17T20:06:59.733398
orientación sexual,['orientación sexual'],"https://www2.congreso.gob.pe/Sicr/TraDocEstProc/CLProLey2001.nsf/e7414acd4ff8d62b05256cdf006c92bb/8202b540aeeacf6a0525705f007358c8?OpenDocument&Highlight=0,orientaci%C3%B3n,sexual",DISCRIMINACIÓN:L.27270/IGUALDAD DE OPORTUNIDADES,13489/2005-CR,16/08/2005,Publicado El Peruano,"Propone modificar la Ley núm. 27270, Ley contra Actos de Discriminación, con la finalidad de promover la igualdad de oportunidades y de trato, así como prevenir y eliminar todas las formas de discriminación que se realicen por razones de orientación sexual al amparo de lo dispuesto en el inciso 2 de...",Velarde Arrunátegui  Víctor,Congreso,Justicia y Derechos Humanos,Periodo de Gobierno 2001- 2006,Primera Legislatura Ordinaria 2005,"ato, así como prevenir y eliminar todas las formas de discriminación que se realicen por razones de orientación sexual al amparo de lo dispuesto en el inciso 2 del artículo 2° de la constitución polít",2001-2006,2025-09-17T20:07:02.553225
orientación sexual,['orientación sexual'],"https://www2.congreso.gob.pe/Sicr/TraDocEstProc/CLProLey2001.nsf/e7414acd4ff8d62b05256cdf006c92bb/4d9e8ab7d572594d05256d24007a9bca?OpenDocument&Highlight=0,orientaci%C3%B3n,sexual",CÓD.PENAL:323/DISCRIMINACIÓN,03468,01/08/2002,Publicado El Peruano,"Propone modificar el artículo 323° del Código Penal, el cual se refiere a la sanción por discriminación, por razón de origen, filiación, raza, género, características genéticas, orientación sexual, idioma, religión, opinión, condición económica, discapacidad, por razón de edad.",Rengifo Ruiz  Wilmer,Congreso,Derechos Humanos; Justicia; Justicia y Derechos Humanos,Periodo de Gobierno 2001- 2006,Primera Legislatura Ordinaria 2002,"anción por discriminación, por razón de origen, filiación, raza, género, características genéticas, orientación sexual, idioma, religión, opinión, condición económica, discapacidad, por razón de edad.",2001-2006,2025-09-17T20:07:04.319849
unión civil,[],"https://www2.congreso.gob.pe/Sicr/TraDocEstProc/CLProLey2001.nsf/e7414acd4ff8d62b05256cdf006c92bb/9fca25abea795fcd05257165007b1b69?OpenDocument&Highlight=0,uni%C3%B3n,civil",CÓD.CIVIL:326º-UNIÓN DE HECHO,14655/2005-CR,05/05/2006,En comisión,"Propone modificar el artículo 326º del Código Civil, sobre unión de hecho.",Arpasi Velásquez  Paulina,Congreso,Justicia y Derechos Humanos,Periodo de Gobierno 2001- 2006,Segunda Legistarura Ordinaria 2005,"


seguimiento
>

>







ficha de seguimiento, ""proyecto de ley 14655/2005-cr ""
.
 ver expediente digital  


período:periodo de gobierno 2001- 2006.legislatura:segunda legistarura ordinaria 2005
nú",2001-2006,2025-09-17T20:07:57.444151
unión civil,[],"https://www2.congreso.gob.pe/Sicr/TraDocEstProc/CLProLey2001.nsf/e7414acd4ff8d62b05256cdf006c92bb/ff1b6b470debab23052571530075d3a6?OpenDocument&Highlight=0,uni%C3%B3n,civil",CÓD.CIVIL:326º/CONFLICTOS PATRIMONIALES DE CONVIVENCIA,14565/2005-CR,12/04/2006,En comisión,"Propone modificar el artículo 326º del Código Civil, referente a resolver conflictos patrimoniales surgidos dentro de una convivencia o unión de hecho, puedan  tener definida la garantía del reconocimiento judicial de dicha unión.",Chamorro Balvín  Alcides,Congreso,Justicia y Derechos Humanos,Periodo de Gobierno 2001- 2006,Segunda Legistarura Ordinaria 2005,"


seguimiento
>

>







ficha de seguimiento, ""proyecto de ley 14565/2005-cr ""
.
 ver expediente digital  


período:periodo de gobierno 2001- 2006.legislatura:segunda legistarura ordinaria 2005
nú",2001-2006,2025-09-17T20:07:59.072084
unión civil,[],"https://www2.congreso.gob.pe/Sicr/TraDocEstProc/CLProLey2001.nsf/e7414acd4ff8d62b05256cdf006c92bb/a45eb07f35e33d3e0525714c0073b58e?OpenDocument&Highlight=0,uni%C3%B3n,civil",PNP:INCORPORAR PERSONAL CIVIL EN CATEGORÍA DE OFICIALES,14554/2005-CR,10/04/2006,En comisión,Propone incorporar al personal civil de la Policia Nacional del Perú en las categorías de oficiales asimilados y subalternos especialistas.,Núñez Dávila  Dora,Congreso,Defensa Nacional  Orden Interno  Inteligencia  Desarrollo Alternativo y Lucha Contra las Drogas,Periodo de Gobierno 2001- 2006,Segunda Legistarura Ordinaria 2005,"


seguimiento
>

>







ficha de seguimiento, ""proyecto de ley 14554/2005-cr ""
.
 ver expediente digital  


período:periodo de gobierno 2001- 2006.legislatura:segunda legistarura ordinaria 2005
nú",2001-2006,2025-09-17T20:08:00.690318
unión civil,[],"https://www2.congreso.gob.pe/Sicr/TraDocEstProc/CLProLey2001.nsf/e7414acd4ff8d62b05256cdf006c92bb/9f32359f9e9d0afd05257142007b70dc?OpenDocument&Highlight=0,uni%C3%B3n,civil",SISTEMA:NAC.DEFENSA CIVIL/FUNCIONE LAS 24 HORAS,14546/2005-CR,31/03/2006,Dictamen,"Propone establecer que las oficinas y dependencias del sistema nacional de defensa civil funcione las 24 horas del día incluídos sábados, domingos y feriados durante todo el año.",Morales Mansilla  Pedro,Congreso,Defensa Nacional  Orden Interno  Inteligencia  Desarrollo Alternativo y Lucha Contra las Drogas,Periodo de Gobierno 2001- 2006,Segunda Legistarura Ordinaria 2005,"


seguimiento
>

>







ficha de seguimiento, ""proyecto de ley 14546/2005-cr ""
.
ver documentos de ley relacionados


período:periodo de gobierno 2001- 2006.legislatura:segunda legistarura ordinari",2001-2006,2025-09-17T20:08:02.340029
unión civil,[],"https://www2.congreso.gob.pe/Sicr/TraDocEstProc/CLProLey2001.nsf/e7414acd4ff8d62b05256cdf006c92bb/eafa1a91a510c7070525706600804496?OpenDocument&Highlight=0,uni%C3%B3n,civil","CÓD.PENAL:232°,241°/PRÁCTICAS MONOPÓLICAS",13533/2005-CR,23/08/2005,En comisión,"Propone modificar los artículos 19° y 25° del Decreto Legislativo núm. 701, Ley que dispone la eliminación de las prácticas monopólicas, controlistas y restrictivas de la libre competencia, respecto al ejercicio de la acción penal y sobre la acción civil; asimismo, modificar los artículos 232° y 241...",Morales Mansilla  Pedro,Congreso,Justicia; Defensa del Consumidor y Organismos Reguladores de los Servicios Públicos; Justicia y Derechos Humanos,Periodo de Gobierno 2001- 2006,Primera Legislatura Ordinaria 2005,"


seguimiento
>

>







ficha de seguimiento, ""proyecto de ley 13533/2005-cr ""
.
 ver expediente digital  


período:periodo de gobierno 2001- 2006.legislatura:primera legislatura ordinaria 2005
nú",2001-2006,2025-09-17T20:08:03.966266
unión civil,[],"https://www2.congreso.gob.pe/Sicr/TraDocEstProc/CLProLey2001.nsf/e7414acd4ff8d62b05256cdf006c92bb/a18017c584cf65bc05257023007cd5b4?OpenDocument&Highlight=0,uni%C3%B3n,civil",CÓD.CIVIL:1650°/MUTUO ENTRE CÓNYUGES,13228/2004-CR,17/06/2005,En comisión,"Propone modificar el artículo 1650° del Código Civil, referente a que el mutuo entre cónyuges constará por escritura pública, bajo sanción de nulidad, cuando su valor exceda de seis Unidades Impositivas Tributarias.",Lescano Ancieta  Yonhy,Congreso,Justicia y Derechos Humanos,Periodo de Gobierno 2001- 2006,Segunda Legislatura Ordinaria 2004,"


seguimiento
>

>







ficha de seguimiento, ""proyecto de ley 13228/2004-cr ""
.
 ver expediente digital  


período:periodo de gobierno 2001- 2006.legislatura:segunda legislatura ordinaria 2004
nú",2001-2006,2025-09-17T20:08:05.587235
unión civil,[],"https://www2.congreso.gob.pe/Sicr/TraDocEstProc/CLProLey2001.nsf/e7414acd4ff8d62b05256cdf006c92bb/9f488426bc42a1640525701b00814ad5?OpenDocument&Highlight=0,uni%C3%B3n,civil",CÓD.PROC.CIVIL:656°/EMBARGO EN FORMA DE INSCRIPCIÓN,13171/2004-CR,09/06/2005,En comisión,"Propone modificar el artículo 656° del Código Procesal Civil, referente al embargo en forma de inscripción.",Ochoa Vargas Mario,Congreso,Justicia y Derechos Humanos,Periodo de Gobierno 2001- 2006,Segunda Legislatura Ordinaria 2004,"


seguimiento
>

>







ficha de seguimiento, ""proyecto de ley 13171/2004-cr ""
.
 ver expediente digital  


período:periodo de gobierno 2001- 2006.legislatura:segunda legislatura ordinaria 2004
nú",2001-2006,2025-09-17T20:08:07.209915
unión civil,[],"https://www2.congreso.gob.pe/Sicr/TraDocEstProc/CLProLey2001.nsf/e7414acd4ff8d62b05256cdf006c92bb/3d6dbd76633e0efd05257018005ddb23?OpenDocument&Highlight=0,uni%C3%B3n,civil","CÓD.CIVIL:293º,LIBERTAD TRABAJO DE LOS CÓNYUGES",13146/2004-CR,06/06/2005,En comisión,"Propone modificar el artículo 293º del Código Civil, referente a la libertad de trabajo de los cónyuges.",Núñez Dávila  Dora,Congreso,Justicia y Derechos Humanos; Trabajo,Periodo de Gobierno 2001- 2006,Segunda Legislatura Ordinaria 2004,"


seguimiento
>

>







ficha de seguimiento, ""proyecto de ley 13146/2004-cr ""
.
 ver expediente digital  


período:periodo de gobierno 2001- 2006.legislatura:segunda legislatura ordinaria 2004
nú",2001-2006,2025-09-17T20:08:08.835544
unión civil,[],"https://www2.congreso.gob.pe/Sicr/TraDocEstProc/CLProLey2001.nsf/e7414acd4ff8d62b05256cdf006c92bb/c8e56b68051494a10525701400771756?OpenDocument&Highlight=0,uni%C3%B3n,civil",CÓD.PROC.CIVIL:566°/EJECUCIÓN ANTICIPADA Y EJECUCIÓN FORZADA,13129/2004-CR,02/06/2005,En comisión,"Propone modificar el artículo 566° del Código Procesal Civil, modificada por la Ley núm. 28439, Ley que simplicada las reglas de proceso de alimentos, referente a exonerar el cobro de comisiones y gastos de operaciones y servicios de cuentas de ahorro para el pago de alimentos.",Lescano Ancieta  Yonhy,Congreso,Justicia y Derechos Humanos,Periodo de Gobierno 2001- 2006,Segunda Legislatura Ordinaria 2004,"


seguimiento
>

>







ficha de seguimiento, ""proyecto de ley 13129/2004-cr ""
.
 ver expediente digital  


período:periodo de gobierno 2001- 2006.legislatura:segunda legislatura ordinaria 2004
nú",2001-2006,2025-09-17T20:08:10.456603
unión civil,[],"https://www2.congreso.gob.pe/Sicr/TraDocEstProc/CLProLey2001.nsf/e7414acd4ff8d62b05256cdf006c92bb/759c6ebfe893166e05256fef007d1ea3?OpenDocument&Highlight=0,uni%C3%B3n,civil",TURISMO:MULTAS PROPALEN INFORMACIÓN AFECTE DESARROLLO TURÍSTICO,12841/2004-CR,26/04/2005,En comisión,Propone establecer multas y revocación de permiso de operación a empresas de aeronáutica civil que propalen información que afecte el desarrollo turístico del país.,Gonzales Reinoso  Luis,Congreso,Transportes y Comunicaciones; Comercio Exterior y Turismo,Periodo de Gobierno 2001- 2006,Primera Legislatura Ordinaria 2004,"


seguimiento
>

>







ficha de seguimiento, ""proyecto de ley 12841/2004-cr ""
.
 ver expediente digital  


período:periodo de gobierno 2001- 2006.legislatura:primera legislatura ordinaria 2004
nú",2001-2006,2025-09-17T20:08:12.084400
unión civil,[],"https://www2.congreso.gob.pe/Sicr/TraDocEstProc/CLProLey2001.nsf/e7414acd4ff8d62b05256cdf006c92bb/a306ac4ff38cd37e05256fcd006fe4e7?OpenDocument&Highlight=0,uni%C3%B3n,civil",CÓD.CIVIL:744º-CAUSALES DE DESHEREDACIÓN,12631/2004-CR,22/03/2005,En comisión,"Propone modificar el inciso 1 del artículo 744º del Código Civil, referido a las causales de desheredación.",Lescano Ancieta  Yonhy,Congreso,Justicia y Derechos Humanos,Periodo de Gobierno 2001- 2006,Primera Legislatura Ordinaria 2004,"


seguimiento
>

>







ficha de seguimiento, ""proyecto de ley 12631/2004-cr ""
.
 ver expediente digital  


período:periodo de gobierno 2001- 2006.legislatura:primera legislatura ordinaria 2004
nú",2001-2006,2025-09-17T20:08:14.151500
unión civil,[],"https://www2.congreso.gob.pe/Sicr/TraDocEstProc/CLProLey2001.nsf/e7414acd4ff8d62b05256cdf006c92bb/21010ae8f9d7779d05256f640000d577?OpenDocument&Highlight=0,uni%C3%B3n,civil",CÓD.CIVIL:473/ALIMENTOS PARA EL MAYOR DE 18 AÑOS,12108/2004-CR,07/12/2004,En comisión,"Propone modificar el artículo 473° del Código Civil, referente a que los alimentos para el mayor de 18 años comprende también su educación, instrucción y capacitación para el trabajo.",Diez Canseco Cisneros  Javier,Congreso,Justicia y Derechos Humanos,Periodo de Gobierno 2001- 2006,Primera Legislatura Ordinaria 2004,"


seguimiento
>

>







ficha de seguimiento, ""proyecto de ley 12108/2004-cr ""
.
 ver expediente digital  


período:periodo de gobierno 2001- 2006.legislatura:primera legislatura ordinaria 2004
nú",2001-2006,2025-09-17T20:08:15.887327
unión civil,[],"https://www2.congreso.gob.pe/Sicr/TraDocEstProc/CLProLey2001.nsf/e7414acd4ff8d62b05256cdf006c92bb/6803180dd4eef6e105256f48008129b2?OpenDocument&Highlight=0,uni%C3%B3n,civil",CÓD.PROCESAL CIVIL:616/MEDIDAS CAUTELARES CONTRA PODERES DEL ESTADO,11900/2004-CR,10/11/2004,En comisión,"Propone modificar el artículo 616° del Código Procesal Civil, en los siguientes términos:""No proceden medidas cautelares contra los Poderes Legislativo, Ejecutivo y Judicial, el Ministerio Público, los órganos constitucionales autónomos, los Gobiernos Regionales, Locales y las universidades, salvo e...",Amprimo Pla  Natale,Congreso,Constitución y Reglamento; Justicia y Derechos Humanos,Periodo de Gobierno 2001- 2006,Primera Legislatura Ordinaria 2004,"


seguimiento
>

>







ficha de seguimiento, ""proyecto de ley 11900/2004-cr ""
.
 ver expediente digital  


período:periodo de gobierno 2001- 2006.legislatura:primera legislatura ordinaria 2004
nú",2001-2006,2025-09-17T20:08:18.657759
